  record# Type Ch         TimeTag        TrueTime/ns    DTime
     69982 CHN 0          406192479        20309695034   1032
     69984 CHN 0          406194498        20309795984   1071
     69986 CHN 0          406196814        20309911785   1049
     69988 CHN 0          406215765        20310859338   1028
     69990 CHN 0          406222199        20311181039   1046
     69992 CHN 0          406229254        20311533790    997
     69993 CHN 0          406229739        20311558040   1042
     69995 CHN 0          406255228        20312832495   1109
     69997 CHN 0          406255853        20312863745   1049
     70000 CHN 0          406282405        20314191350   1010
     70002 CHN 0          406287839        20314463051    995
     70004 CHN 0          406290630        20314602601   1458
     70006 CHN 0          406301607        20315151453   1019
     70008 CHN 0          406302347        20315188453   1002
     70010 CHN 0          406309835        20315562854   1079
     70012 CHN 0          406335691        20316855659   1008
     70014 CHN 0          406337472        20316944709   1054
     70016 CHN 0          406340206        20317081410   1003
     70018 CHN 0          406346446        20317393411   1042
     70020 CHN 0          406358260        20317984113   1007
     70022 CHN 0          406374855        20318813866    981
     70023 CHN 0          406375166        20318829416   1084
     70025 CHN 0          406377125        20318927366   1115
     70027 CHN 0          406383378        20319240017   1108
     70029 CHN 0          406384836        20319312918   1145
     70031 CHN 0          406388792        20319510718   1033
     70032 CHN 0          406389238        20319533018    986
     70034 CHN 0          406392242        20319683219   2447
     70036 CHN 0          406408062        20320474222    993
     70038 CHN 0          406417873        20320964773   1983
     70039 CHN 0          406418228        20320982523    998
     70041 CHN 0          406421258        20321134024   1025
     70043 CHN 0          406422126        20321177424   1003
     70045 CHN 0          406423704        20321256324   1004
     70047 CHN 0          406436438        20321893027   1095
     70049 CHN 0          406458428        20322992530   1030
     70051 CHN 0          406464665        20323304382   1047
     70053 CHN 0          406471420        20323642133   1046
     70055 CHN 0          406476635        20323902884    992
     70057 CHN 0          406498384        20324990337    998
     70059 CHN 0          406501648        20325153538   1157
     70061 CHN 0          406538679        20327005095   1052
     70063 CHN 0          406541435        20327142895   1002
     70065 CHN 0          406544334        20327287846   1026
     70067 CHN 0          406547091        20327425696   1152
     70069 CHN 0          406565549        20328348599   1055
     70071 CHN 0          406572298        20328686050   1038
     70073 CHN 0          406575287        20328835501   1017
     70075 CHN 0          406577433        20328942801   1065
     70077 CHN 0          406586962        20329419253   1028
     70079 CHN 0          406593504        20329746354   1003
     70081 CHN 0          406594352        20329788754   1750
     70083 CHN 0          406600894        20330115855   1039
     70084 CHN 0          406601306        20330136455   1256
     70086 CHN 0          406607502        20330446257   1169
     70088 CHN 0          406627022        20331422260   1040
     70090 CHN 0          406633451        20331743711    424
     70092 CHN 0          406644339        20332288113   1034
     70094 CHN 0          406677082        20333925269    997
     70096 CHN 0          406690738        20334608071   1511
     70098 CHN 0          406701705        20335156423    709
     70100 CHN 0          406717888        20335965576   1148
     70102 CHN 0          406723357        20336239027   1332
     70104 CHN 0          406729934        20336567878   1008
     70106 CHN 0          406738489        20336995629    286
     70109 CHN 0          406773870        20338764686    980
     70112 CHN 0          406813342        20340738293   1006
     70114 CHN 0          406834584        20341800396   1025
     70116 CHN 0          406847334        20342437899   1050
     70118 CHN 0          406858643        20343003351    991
     70120 CHN 0          406871225        20343632453   1109
     70123 CHN 0          406906731        20345407759   1030
     70125 CHN 0          406908190        20345480709    988
     70127 CHN 0          406927204        20346431413   1065
     70129 CHN 0          406947636        20347453016   1048
     70131 CHN 0          406964342        20348288319   1066
     70133 CHN 0          406966342        20348388319   1124
     70135 CHN 0          406978172        20348979821   1096
     70136 CHN 0          406978252        20348983821   1007
     70138 CHN 0          406981673        20349154872   1024
     70140 CHN 0          406983638        20349253122    979
     70142 CHN 0          406985969        20349369673    999
     70144 CHN 0          407009483        20350545377   1016
     70146 CHN 0          407018399        20350991178    998
     70149 CHN 0          407044866        20352314533    982
     70151 CHN 0          407045731        20352357783   1038
     70153 CHN 0          407048636        20352503034   1017
     70155 CHN 0          407060234        20353082936   1085
     70157 CHN 0          407100327        20355087593   1093
     70159 CHN 0          407113445        20355743495   1005
     70161 CHN 0          407126816        20356412047   1005
     70163 CHN 0          407132410        20356691748    997
     70165 CHN 0          407136248        20356883649   1029
     70168 CHN 0          407160931        20358117803    990
     70170 CHN 0          407169555        20358549005   1013
     70172 CHN 0          407194344        20359788459   1012
     70174 CHN 0          407208817        20360512112   1046
     70176 CHN 0          407235115        20361827016   1139
     70178 CHN 0          407237143        20361928417   1135
     70180 CHN 0          407245905        20362366518   2407
     70182 CHN 0          407247698        20362456169   1146
     70184 CHN 0          407253343        20362738420    993
     70186 CHN 0          407268672        20363504872    994
     70188 CHN 0          407271022        20363622373   1048
     70190 CHN 0          407274103        20363776423   1013
     70192 CHN 0          407277905        20363966524   1010
     70193 CHN 0          407278054        20363973974    657
     70195 CHN 0          407285281        20364335325    990
     70197 CHN 0          407294914        20364816977    395
     70199 CHN 0          407305225        20365332529    986
     70201 CHN 0          407322581        20366200332   1112
     70203 CHN 0          407329287        20366535633   1022
     70205 CHN 0          407340380        20367090285   1038
     70207 CHN 0          407360426        20368092588    980
     70209 CHN 0          407381874        20369164992   1161
     70211 CHN 0          407388462        20369494393    995
     70213 CHN 0          407398173        20369979945   1003
     70215 CHN 0          407403234        20370232996    314
     70217 CHN 0          407439987        20372070652   1079
     70219 CHN 0          407446829        20372412753   1126
     70221 CHN 0          407457432        20372942905   1011
     70223 CHN 0          407462608        20373201706   1006
     70225 CHN 0          407469109        20373526757   1046
     70227 CHN 0          407471141        20373628358   1010
     70228 CHN 0          407472066        20373674608   2772
     70230 CHN 0          407483706        20374256610   1063
     70232 CHN 0          407489959        20374569261   1029
     70235 CHN 0          407524082        20376275417   1014
     70237 CHN 0          407547397        20377441171   1117
     70240 CHN 0          407582635        20379203077   1020
     70242 CHN 0          407599677        20380055180   1049
     70244 CHN 0          407609031        20380522882   1048
     70246 CHN 0          407610481        20380595382    992
     70249 CHN 0          407646452        20382393938    908
     70250 CHN 0          407647152        20382428939   1149
     70253 CHN 0          407681179        20384130294   1050
     70255 CHN 0          407699518        20385047248   1062
     70257 CHN 0          407701185        20385130598    999
     70259 CHN 0          407716553        20385899001   1021
     70261 CHN 0          407735803        20386861504    990
     70263 CHN 0          407749915        20387567106   1210
     70265 CHN 0          407754575        20387800107    985
     70267 CHN 0          407760905        20388116608   1018
     70268 CHN 0          407761718        20388157259   1004
     70269 CHN 0          407761724        20388157559   1063
     70271 CHN 0          407766880        20388415359    654
     70273 CHN 0          407784296        20389286163   1029
     70275 CHN 0          407802546        20390198666   1051
     70277 CHN 0          407810883        20390615517    639
     70279 CHN 0          407813781        20390760418   1003
     70281 CHN 0          407818681        20391005419   1029
     70283 CHN 0          407825434        20391343070   1165
     70285 CHN 0          407831183        20391630521   1198
     70287 CHN 0          407847518        20392447274   1038
     70289 CHN 0          407865706        20393356677   1089
     70291 CHN 0          407872941        20393718428   1001
     70294 CHN 0          407901650        20395153883   1010
     70297 CHN 0          407942868        20397214790   1029
     70299 CHN 0          407943568        20397249790   1073
     70301 CHN 0          407945499        20397346341   1028
     70303 CHN 0          407949252        20397533991   1035
     70305 CHN 0          407968209        20398481845   1057
     70307 CHN 0          407978524        20398997596   1015
     70309 CHN 0          407987887        20399465748   1028
     70311 CHN 0          407991152        20399628999   1002
     70313 CHN 0          407994122        20399777499   1752
     70315 CHN 0          407994466        20399794699    969
     70317 CHN 0          408001550        20400148901   1003
     70319 CHN 0          408004239        20400283351   1019
     70321 CHN 0          408016200        20400881403   1137
     70323 CHN 0          408038701        20402006457   1031
     70327 CHN 0          408105554        20405349119   1087
     70329 CHN 0          408121994        20406171122   1105
     70331 CHN 0          408130831        20406612973   1199
     70334 CHN 0          408171093        20408626080   1113
     70336 CHN 0          408172730        20408707930   1720
     70338 CHN 0          408198219        20409982385    982
     70340 CHN 0          408199242        20410033535   1024
     70342 CHN 0          408201620        20410152436   1048
     70344 CHN 0          408213236        20410733238   1042
     70346 CHN 0          408228577        20411500290   1055
     70348 CHN 0          408231560        20411649441    645
     70350 CHN 0          408245747        20412358793   1263
     70352 CHN 0          408246354        20412389143   1079
     70354 CHN 0          408247401        20412441494    998
     70356 CHN 0          408258075        20412975195   1248
     70357 CHN 0          408258301        20412986495   1106
     70359 CHN 0          408268769        20413509897   1046
     70361 CHN 0          408269243        20413533597    975
     70363 CHN 0          408278317        20413987299   1008
     70365 CHN 0          408292907        20414716802   1095
     70368 CHN 0          408323879        20416265407    418
     70370 CHN 0          408328812        20416512058    595
     70372 CHN 0          408330246        20416583758   1008
     70375 CHN 0          408361166        20418129763   1084
     70377 CHN 0          408362309        20418186914   1204
     70379 CHN 0          408369225        20418532715   1056
     70381 CHN 0          408380089        20419075917   1019
     70383 CHN 0          408384812        20419312068   1046
     70385 CHN 0          408395665        20419854719   1085
     70387 CHN 0          408410469        20420594922    977
     70388 CHN 0          408410768        20420609872    994
     70390 CHN 0          408414324        20420787673   1051
     70392 CHN 0          408429410        20421541975   1052
     70394 CHN 0          408430741        20421608526   1055
     70396 CHN 0          408433667        20421754826    497
     70398 CHN 0          408437908        20421966877   1005
     70400 CHN 0          408445870        20422364978    991
     70402 CHN 0          408452893        20422716130   1054
     70404 CHN 0          408463577        20423250331    674
     70406 CHN 0          408467882        20423465582    995
     70407 CHN 0          408468051        20423474032   1095
     70410 CHN 0          408532463        20426694643   1014
     70413 CHN 0          408568755        20428509250   1025
     70415 CHN 0          408599018        20430022405   1145
     70417 CHN 0          408613651        20430754058    991
     70419 CHN 0          408617630        20430953008   1053
     70422 CHN 0          408645007        20432321863   1090
     70424 CHN 0          408652696        20432706314   1003
     70426 CHN 0          408657655        20432954265   1052
     70428 CHN 0          408676946        20433918819   1039
     70431 CHN 0          408701979        20435170473   1001
     70433 CHN 0          408705178        20435330424   1059
     70435 CHN 0          408713652        20435754125   1070
     70437 CHN 0          408714288        20435785925   1353
     70438 CHN 0          408714455        20435794275   1047
     70440 CHN 0          408731793        20436661178   1070
     70442 CHN 0          408746199        20437381481   1057
     70445 CHN 0          408785369        20439339988   1036
     70447 CHN 0          408797923        20439967690   1025
     70449 CHN 0          408814754        20440809243   2880
     70451 CHN 0          408821161        20441129594   1177
     70453 CHN 0          408826788        20441410945   1018
     70455 CHN 0          408828705        20441506795   1010
     70457 CHN 0          408837003        20441921697   1002
     70459 CHN 0          408843709        20442256998   1003
     70461 CHN 0          408855992        20442871150    440
     70463 CHN 0          408868903        20443516702    648
     70465 CHN 0          408873960        20443769553   1062
     70467 CHN 0          408885952        20444369155    992
     70469 CHN 0          408888061        20444474606   1024
     70471 CHN 0          408888794        20444511256   1053
     70473 CHN 0          408903925        20445267808   1073
     70475 CHN 0          408915181        20445830610    994
     70477 CHN 0          408924677        20446305412   1024
     70479 CHN 0          408943006        20447221865   1013
     70481 CHN 0          408976871        20448915121   1002
     70484 CHN 0          409006582        20450400676   1055
     70486 CHN 0          409010463        20450594727   1237
     70488 CHN 0          409014050        20450774078    980
     70490 CHN 0          409019577        20451050429   1037
     70492 CHN 0          409023923        20451267729   1026
     70494 CHN 0          409028516        20451497380    998
     70496 CHN 0          409035414        20451842281   1006
     70498 CHN 0          409044728        20452307983   1028
     70500 CHN 0          409077977        20453970439   1018
     70502 CHN 0          409085152        20454329190   1126
     70504 CHN 0          409089371        20454540141   1306
     70505 CHN 0          409089714        20454557291   1006
     70507 CHN 0          409096822        20454912692   1042
     70509 CHN 0          409114385        20455790845    395
     70511 CHN 0          409118066        20455974896    977
     70513 CHN 0          409126349        20456389047   1078
     70515 CHN 0          409137161        20456929649   1011
     70517 CHN 0          409150355        20457589352    993
     70519 CHN 0          409155179        20457830552   1226
     70521 CHN 0          409159637        20458053453   1002
     70524 CHN 0          409184179        20459280557   1023
     70527 CHN 0          409228531        20461498165   1079
     70529 CHN 0          409231640        20461653616   1060
     70531 CHN 0          409248254        20462484319   1021
     70533 CHN 0          409271772        20463660223   1042
     70535 CHN 0          409273779        20463760573   1064
     70538 CHN 0          409316019        20465872581   1044
     70540 CHN 0          409323629        20466253082   1062
     70542 CHN 0          409337000        20466921634    810
     70544 CHN 0          409341653        20467154285   1137
     70546 CHN 0          409347515        20467447386   1054
     70548 CHN 0          409358960        20468019638   3062
     70550 CHN 0          409364680        20468305639   1035
     70552 CHN 0          409372795        20468711390    620
     70554 CHN 0          409382608        20469202042   1034
     70556 CHN 0          409395051        20469824194    978
     70558 CHN 0          409399977        20470070495   1029
     70560 CHN 0          409402335        20470188396   1000
     70562 CHN 0          409417761        20470959698   1063
     70564 CHN 0          409420965        20471119899   1025
     70566 CHN 0          409433118        20471727551    706
     70568 CHN 0          409439390        20472041152    997
     70570 CHN 0          409452283        20472685804    988
     70572 CHN 0          409463747        20473259006    119
     70574 CHN 0          409468951        20473519207   1218
     70576 CHN 0          409489089        20474526111    989
     70578 CHN 0          409492090        20474676161   1025
     70580 CHN 0          409494578        20474800562   1114
     70582 CHN 0          409507226        20475432964   1059
     70584 CHN 0          409526260        20476384667    663
     70586 CHN 0          409528193        20476481318   1124
     70588 CHN 0          409528922        20476517768    978
     70590 CHN 0          409560687        20478106023   1132
     70592 CHN 0          409581613        20479152327   1021
     70594 CHN 0          409598293        20479986330   1479
     70596 CHN 0          409614767        20480810033   1024
     70598 CHN 0          409630356        20481589486   1030
     70600 CHN 0          409635962        20481869787   1000
     70602 CHN 0          409639007        20482022037   1060
     70603 CHN 0          409639198        20482031587   1153
     70605 CHN 0          409640506        20482096987   1032
     70607 CHN 0          409659640        20483053691    999
     70610 CHN 0          409734254        20486784404    978
     70612 CHN 0          409737299        20486936654   1013
     70614 CHN 0          409738417        20486992554   1073
     70616 CHN 0          409754135        20487778457    256
     70618 CHN 0          409770984        20488620910   1254
     70620 CHN 0          409778689        20489006162   1032
     70622 CHN 0          409782969        20489220162   1168
     70624 CHN 0          409785398        20489341613   1072
     70626 CHN 0          409793270        20489735214   1006
     70628 CHN 0          409807466        20490445017   1077
     70630 CHN 0          409809588        20490551117   1174
     70632 CHN 0          409810019        20490572667   3015
     70634 CHN 0          409834686        20491806021   1014
     70636 CHN 0          409842483        20492195873   1019
     70639 CHN 0          409894183        20494780882    985
     70642 CHN 0          409921876        20496165537   1053
     70644 CHN 0          409923959        20496269687   1067
     70646 CHN 0          409929316        20496537538   1052
     70648 CHN 0          409936852        20496914339   1071
     70650 CHN 0          409943011        20497222290   1132
     70652 CHN 0          409953018        20497722642    984
     70654 CHN 0          409960715        20498107493   2299
     70656 CHN 0          409970493        20498596395   1055
     70658 CHN 0          409972373        20498690395   1013
     70660 CHN 0          409980732        20499108347   1039
     70662 CHN 0          409995530        20499848249   2388
     70664 CHN 0          409998259        20499984700   1006
     70666 CHN 0          410000512        20500097350   1035
     70668 CHN 0          410001630        20500153251   1015
     70670 CHN 0          410020194        20501081454   1051
     70672 CHN 0          410026410        20501392255   2002
     70674 CHN 0          410028416        20501492555   1127
     70676 CHN 0          410029596        20501551555   1167
     70678 CHN 0          410041032        20502123357   1050
     70680 CHN 0          410049561        20502549809    708
     70681 CHN 0          410049819        20502562709   1302
     70683 CHN 0          410067237        20503433612   1041
     70685 CHN 0          410071806        20503662063   1124
     70687 CHN 0          410073922        20503767863   1070
     70689 CHN 0          410074775        20503810513   1012
     70691 CHN 0          410082356        20504189565   1050
     70693 CHN 0          410117733        20505958421   1009
     70695 CHN 0          410122600        20506201772   1024
     70698 CHN 0          410179114        20509027482   1188
     70700 CHN 0          410197431        20509943335    992
     70702 CHN 0          410199820        20510062785   1293
     70704 CHN 0          410204755        20510309536   1137
     70706 CHN 0          410235325        20511838041   1036
     70707 CHN 0          410235614        20511852491   1005
     70709 CHN 0          410239057        20512024642    644
     70711 CHN 0          410242070        20512175293   1065
     70713 CHN 0          410252541        20512698844    631
     70715 CHN 0          410257317        20512937645   1213
     70717 CHN 0          410261749        20513159246   1106
     70719 CHN 0          410264413        20513292447   1020
     70721 CHN 0          410274225        20513783048   1009
     70724 CHN 0          410302438        20515193703    997
     70726 CHN 0          410316005        20515872056   1025
     70728 CHN 0          410325327        20516338157   1039
     70730 CHN 0          410329378        20516540708   1088
     70732 CHN 0          410352219        20517682762   1051
     70734 CHN 0          410352761        20517709862   1025
     70736 CHN 0          410354262        20517784912   1017
     70739 CHN 0          410406885        20520416071   1074
     70741 CHN 0          410411861        20520664872    984
     70743 CHN 0          410430921        20521617876   1000
     70745 CHN 0          410442585        20522201078   1123
     70747 CHN 0          410445945        20522369078   1024
     70749 CHN 0          410457946        20522969130    988
     70751 CHN 0          410461570        20523150331   1342
     70753 CHN 0          410465995        20523371582   1054
     70755 CHN 0          410469616        20523552632   1010
     70757 CHN 0          410489169        20524530286    987
     70759 CHN 0          410501078        20525125738    997
     70762 CHN 0          410558969        20528020298   1205
     70765 CHN 0          410591629        20529653304   1035
     70767 CHN 0          410615228        20530833258   1106
     70770 CHN 0          410643718        20532257763   1134
     70772 CHN 0          410673328        20533738268    990
     70773 CHN 0          410673618        20533752768   1031
     70775 CHN 0          410690032        20534573471   1043
     70777 CHN 0          410694874        20534815572   1072
     70780 CHN 0          410734924        20536818079   1059
     70782 CHN 0          410752941        20537718932   1110
     70784 CHN 0          410770424        20538593085    999
     70786 CHN 0          410772126        20538678185   1023
     70788 CHN 0          410791294        20539636589    861
     70790 CHN 0          410814498        20540796793   1046
     70792 CHN 0          410816089        20540876343   1214
     70794 CHN 0          410826261        20541384945   1011
     70796 CHN 0          410841782        20542160998   1692
     70798 CHN 0          410853627        20542753250   1125
     70800 CHN 0          410860648        20543104301   2706
     70802 CHN 0          410868440        20543493902    994
     70804 CHN 0          410882444        20544194105   1057
     70806 CHN 0          410910344        20545589110   1047
     70808 CHN 0          410937656        20546954714   1076
     70810 CHN 0          410957615        20547952668   1037
     70812 CHN 0          410957879        20547965868   1159
     70814 CHN 0          410961424        20548143119   1015
     70816 CHN 0          410962302        20548187019   1016
     70818 CHN 0          410993395        20549741674   1019
     70820 CHN 0          410997124        20549928125   1038
     70823 CHN 0          411032546        20551699231   1050
     70827 CHN 0          411105274        20555335644   1005
     70829 CHN 0          411111199        20555631895   1057
     70831 CHN 0          411121002        20556122046    998
     70834 CHN 0          411166710        20558407454   1029
     70836 CHN 0          411172802        20558712055   1066
     70838 CHN 0          411178410        20558992456   1047
     70840 CHN 0          411199341        20560039010    979
     70842 CHN 0          411199893        20560066610   1026
     70844 CHN 0          411207472        20560445562   1227
     70846 CHN 0          411211970        20560670462   1077
     70848 CHN 0          411219903        20561067114   1010
     70850 CHN 0          411226613        20561402615   1081
     70852 CHN 0          411229052        20561524565    997
     70854 CHN 0          411231752        20561659566    343
     70856 CHN 0          411242795        20562211718    911
     70858 CHN 0          411244619        20562302918   1899
     70860 CHN 0          411248084        20562476169   2782
     70862 CHN 0          411274297        20563786823    211
     70864 CHN 0          411279707        20564057324   1244
     70866 CHN 0          411280796        20564111774   1077
     70868 CHN 0          411286621        20564403025    992
     70870 CHN 0          411288753        20564509626   1019
     70872 CHN 0          411293834        20564763677    991
     70874 CHN 0          411301758        20565159878   1215
     70876 CHN 0          411321842        20566164082   1088
     70878 CHN 0          411336292        20566886584   1053
     70880 CHN 0          411338261        20566985034   1041
     70882 CHN 0          411347699        20567456936   1029
     70884 CHN 0          411375954        20568869691    987
     70886 CHN 0          411377794        20568961691   1033
     70888 CHN 0          411385002        20569322093   1205
     70890 CHN 0          411389846        20569564293   1118
     70892 CHN 0          411398223        20569983145    983
     70895 CHN 0          411435117        20571827851   1033
     70897 CHN 0          411448240        20572484004    990
     70899 CHN 0          411449809        20572562454   1157
     70901 CHN 0          411457957        20572969855   2683
     70903 CHN 0          411477713        20573957659   1007
     70906 CHN 0          411506218        20575382914    995
     70908 CHN 0          411508388        20575491414   2513
     70910 CHN 0          411508908        20575517414    273
     70912 CHN 0          411513579        20575750965   2923
     70914 CHN 0          411519302        20576037116    982
     70916 CHN 0          411530294        20576586718   1791
     70918 CHN 0          411533679        20576755969   1093
     70920 CHN 0          411538236        20576983819   1062
     70922 CHN 0          411538649        20577004470   1027
     70923 CHN 0          411539135        20577028770   1052
     70925 CHN 0          411543765        20577260270   1011
     70927 CHN 0          411555665        20577855272    726
     70930 CHN 0          411582608        20579202427   1024
     70932 CHN 0          411591569        20579650479   1016
     70934 CHN 0          411592586        20579701329   1010
     70936 CHN 0          411598694        20580006730   1034
     70938 CHN 0          411614660        20580805033   1027
     70940 CHN 0          411618321        20580988083   1007
     70941 CHN 0          411619143        20581029184   1006
     70943 CHN 0          411630210        20581582536    984
     70945 CHN 0          411632897        20581716886    985
     70947 CHN 0          411642838        20582213938   1059
     70949 CHN 0          411645958        20582369938   1096
     70951 CHN 0          411667553        20583449692   1097
     70952 CHN 0          411667982        20583471142   1074
     70954 CHN 0          411674598        20583801943   1018
     70956 CHN 0          411688725        20584508296   1046
     70958 CHN 0          411719006        20586022351    231
     70960 CHN 0          411726684        20586406252   1200
     70962 CHN 0          411746980        20587421056   1052
     70964 CHN 0          411762067        20588175409   1173
     70966 CHN 0          411783864        20589265262    995
     70968 CHN 0          411789067        20589525413   1851
     70970 CHN 0          411789935        20589568813    997
     70972 CHN 0          411795605        20589852314   1059
     70974 CHN 0          411815451        20590844618   1077
     70977 CHN 0          411842886        20592216373   1037
     70979 CHN 0          411849571        20592550624   1014
     70981 CHN 0          411865698        20593356977    988
     70983 CHN 0          411873303        20593737228   1114
     70985 CHN 0          411884530        20594298580    990
     70987 CHN 0          411885464        20594345280   1202
     70989 CHN 0          411897854        20594964782   1033
     70991 CHN 0          411899462        20595045183   1021
     70993 CHN 0          411913450        20595744585    991
     70995 CHN 0          411920315        20596087836   1022
     70997 CHN 0          411921133        20596128736   1034
     70999 CHN 0          411931246        20596634388   1644
     71001 CHN 0          411933953        20596769739   1014
     71003 CHN 0          411952360        20597690092   1021
     71005 CHN 0          411961419        20598143044    978
     71007 CHN 0          411967131        20598428645   1065
     71009 CHN 0          411968379        20598491045   1119
     71011 CHN 0          411985552        20599349698    987
     71013 CHN 0          411989621        20599553148   1014
     71015 CHN 0          411993022        20599723199   1120
     71018 CHN 0          412029980        20601571105    994
     71020 CHN 0          412033803        20601762256   1050
     71022 CHN 0          412036443        20601894257   1077
     71024 CHN 0          412043920        20602268108   1064
     71026 CHN 0          412052502        20602697209    989
     71028 CHN 0          412069678        20603556012    990
     71030 CHN 0          412086648        20604404515   2265
     71032 CHN 0          412097186        20604931417    990
     71035 CHN 0          412124699        20606307072   1015
     71037 CHN 0          412132090        20606676623   1066
     71039 CHN 0          412156845        20607914378   1068
     71041 CHN 0          412160717        20608107978    992
     71043 CHN 0          412174463        20608795281   1038
     71045 CHN 0          412175962        20608870231   1028
     71047 CHN 0          412181529        20609148582    999
     71049 CHN 0          412192587        20609701484   1090
     71051 CHN 0          412195765        20609860385   1149
     71053 CHN 0          412206532        20610398736   1057
     71055 CHN 0          412212057        20610674987    993
     71057 CHN 0          412215649        20610854588   1137
     71059 CHN 0          412221731        20611158689    707
     71061 CHN 0          412222727        20611208489    984
     71063 CHN 0          412239721        20612058192   1088
     71065 CHN 0          412261850        20613164646   1006
     71067 CHN 0          412268362        20613490247   1010
     71069 CHN 0          412272682        20613706248   1113
     71072 CHN 0          412301618        20615153053   1010
     71074 CHN 0          412320340        20616089156   1749
     71077 CHN 0          412368054        20618474865   1066
     71078 CHN 0          412368127        20618478515   2262
     71080 CHN 0          412377726        20618958466   2666
     71082 CHN 0          412383311        20619237717    988
     71084 CHN 0          412391080        20619626169    827
     71086 CHN 0          412391880        20619666169    987
     71089 CHN 0          412423159        20621230124    980
     71092 CHN 0          412461433        20623143831   3117
     71094 CHN 0          412462330        20623188681   1076
     71096 CHN 0          412470400        20623592183   1058
     71098 CHN 0          412486626        20624403485   1114
     71100 CHN 0          412497588        20624951587   1091
     71102 CHN 0          412499964        20625070388   1013
     71104 CHN 0          412503683        20625256338   1197
     71106 CHN 0          412507186        20625431489   1052
     71108 CHN 0          412539245        20627034445   1010
     71110 CHN 0          412551697        20627657047   2881
     71112 CHN 0          412560874        20628115898   1202
     71114 CHN 0          412581208        20629132602   1072
     71116 CHN 0          412602297        20630187056   1104
     71118 CHN 0          412619942        20631069309    994
     71120 CHN 0          412621011        20631122759   1080
     71122 CHN 0          412657236        20632934015   1196
     71124 CHN 0          412659977        20633071066   1395
     71126 CHN 0          412668893        20633516867   1157
     71128 CHN 0          412681187        20634131569   1017
     71130 CHN 0          412696308        20634887622    819
     71132 CHN 0          412702664        20635205423    998
     71134 CHN 0          412728236        20636484028   1048
     71136 CHN 0          412731427        20636643578   1020
     71138 CHN 0          412746637        20637404081   1322
     71140 CHN 0          412765989        20638371684   1034
     71142 CHN 0          412777327        20638938586    981
     71144 CHN 0          412779259        20639035187   1004
     71146 CHN 0          412795925        20639868490   1041
     71148 CHN 0          412805275        20640335991   1029
     71149 CHN 0          412805484        20640346441   1153
     71151 CHN 0          412825280        20641336245   1174
     71153 CHN 0          412830880        20641616246   1067
     71155 CHN 0          412853224        20642733450   1175
     71157 CHN 0          412871745        20643659503   1211
     71159 CHN 0          412891710        20644657756    982
     71161 CHN 0          412899954        20645069958   1052
     71163 CHN 0          412906806        20645412559    988
     71165 CHN 0          412914339        20645789210   1033
     71167 CHN 0          412919992        20646071861   1311
     71169 CHN 0          412924149        20646279712   1024
     71171 CHN 0          412941898        20647167165   1018
     71173 CHN 0          412943026        20647223565   1006
     71175 CHN 0          412943687        20647256615   1135
     71177 CHN 0          412946717        20647408116   2340
     71179 CHN 0          412949571        20647550816   2533
     71182 CHN 0          412990420        20649593274    846
     71184 CHN 0          412994442        20649794374   1058
     71186 CHN 0          413015054        20650824978   1267
     71188 CHN 0          413025707        20651357630   1024
     71190 CHN 0          413026806        20651412580   1160
     71192 CHN 0          413029578        20651551180   1056
     71194 CHN 0          413032956        20651720081   1010
     71196 CHN 0          413045188        20652331683    790
     71198 CHN 0          413066170        20653380787    642
     71200 CHN 0          413075182        20653831388    981
     71203 CHN 0          413104554        20655299994   1240
     71205 CHN 0          413108836        20655514094    993
     71207 CHN 0          413119380        20656041296   1150
     71209 CHN 0          413124742        20656309397   1061
     71211 CHN 0          413132673        20656705948   1273
     71213 CHN 0          413137614        20656952999    397
     71215 CHN 0          413149007        20657522651   1034
     71217 CHN 0          413159062        20658025403   1014
     71219 CHN 0          413170422        20658593405   1135
     71221 CHN 0          413174236        20658784106    656
     71223 CHN 0          413185921        20659368358   1008
     71225 CHN 0          413186217        20659383158   1061
     71228 CHN 0          413248426        20662493619   1075
     71230 CHN 0          413258607        20663002671   1016
     71232 CHN 0          413267846        20663464622   1027
     71234 CHN 0          413278668        20664005724   2792
     71237 CHN 0          413310261        20665585380   1165
     71239 CHN 0          413321079        20666126281   1091
     71241 CHN 0          413351951        20667669887    996
     71243 CHN 0          413360210        20668082838   1049
     71245 CHN 0          413362536        20668199139   1157
     71247 CHN 0          413364390        20668291839    988
     71249 CHN 0          413379158        20669030242   1014
     71251 CHN 0          413381917        20669168192   1038
     71253 CHN 0          413405948        20670369746    590
     71255 CHN 0          413421406        20671142649   1097
     71257 CHN 0          413453868        20672765755   1157
     71259 CHN 0          413469361        20673540407   1151
     71262 CHN 0          413503903        20675267513   1016
     71264 CHN 0          413519120        20676028366    993
     71266 CHN 0          413528699        20676507318   1004
     71268 CHN 0          413536505        20676897619   1016
     71271 CHN 0          413569872        20678565975   1034
     71273 CHN 0          413580258        20679085277   1028
     71275 CHN 0          413609118        20680528282   1016
     71277 CHN 0          413613021        20680723433   1036
     71279 CHN 0          413615791        20680861933   1100
     71281 CHN 0          413626280        20681386385   1043
     71283 CHN 0          413631507        20681647736   1026
     71285 CHN 0          413645196        20682332188    978
     71287 CHN 0          413645843        20682364538   1037
     71288 CHN 0          413646459        20682395338   1174
     71290 CHN 0          413653124        20682728590   1046
     71292 CHN 0          413660379        20683091341   2182
